strategy,workload_name,prompt_len,output_len,batch_size,repeat,ttft_ms,tpot_ms,total_time_ms,total_energy_j,avg_power_w,max_power_w,temperature_c,tokens_per_second,slo_met,slo_violations,switch_overhead_ms,switch_energy_j
default,medium_medium,512,128,1,5,10.306858671607603,7.708237554776373,1084.4212852818666,22.51079307503615,20.758346761134504,38.227210872513204,54.9893750116002,118.03530762191724,True,,,
default,medium_medium,512,128,1,6,11.696262845168045,7.50826794304534,1049.1680177690557,21.40540597637372,20.402266952332422,41.90961473220796,47.31838896776155,122.0014314505873,False,max_power_w,,
default,medium_medium,512,128,1,7,13.988468562738177,7.579049422150155,1101.70864961707,17.54790075041356,15.927895960981001,20.58344006646491,43.13713970860381,116.18316697839307,True,,,
default,medium_medium,512,128,1,8,13.886817780877445,7.577019025383596,1086.3929000213172,17.587670223609486,16.189051146472313,33.19532952503039,54.518007156866275,117.821094005206,True,,,
default,medium_medium,512,128,1,9,10.616128337960024,7.685130554763854,1090.8754719709193,21.30647527601595,19.531537580106065,38.11743580854667,49.584881278599696,117.3369493483416,True,,,
default,long_medium,1024,128,1,0,13.174528854964004,7.131501465610035,1114.529149090735,19.79492440860787,17.76079560122509,34.17998018598408,40.54359653326673,114.84670464153055,True,,,
default,long_medium,1024,128,1,1,12.499233282679924,7.1678159996761615,1112.7636539678315,13.814807967832339,12.41486268766261,30.220996708804407,47.232848127708145,115.02891880372319,True,,,
default,long_medium,1024,128,1,2,10.647494529489745,7.261505304807294,1148.1639608323894,25.69726765786052,22.38118294466468,37.664123251289716,52.00109308306629,111.48233559534762,True,,,
default,long_medium,1024,128,1,3,10.749033576386939,7.302245719121208,1123.1120400255518,24.100696194076757,21.45885302193755,41.287757054358295,52.45552588681047,113.96903909701464,False,max_power_w,,
default,long_medium,1024,128,1,4,8.636034480182973,7.354866594229357,1123.650521303638,19.879402869778577,17.691802293398904,29.221503014749203,49.95764529432676,113.91442229875604,True,,,
default,long_medium,1024,128,1,5,11.184258536122268,7.157389939144407,1154.1391051156645,19.216063782672208,16.64969473566744,35.77823674653815,49.86365677303365,110.90517549630398,True,,,
default,long_medium,1024,128,1,6,12.300973307561959,7.355404940765068,1121.6087990442543,16.935858344549143,15.099612591288988,27.931698684846808,47.78428250624297,114.12178658822168,True,,,
default,long_medium,1024,128,1,7,8.06477758891765,7.146258649874382,1130.6223221786213,22.216939385844093,19.65018640622076,35.662691076666455,48.741889906369224,113.21198731805856,True,,,
default,long_medium,1024,128,1,8,10.551506883187574,7.074574520880758,1100.4634407771553,19.27614159481732,17.51638526147163,32.8933804474439,44.227721239987396,116.3146318696471,True,,,
default,long_medium,1024,128,1,9,11.037725598642782,7.2846182733949485,1129.8544227861203,23.740922334448747,21.012372793926627,31.581523309956864,55.2024368210635,113.28893122740841,True,,,
default,long_long,1024,512,1,0,11.253383206619958,7.223198721407336,3930.4084990819874,71.43431812514343,18.174782122984954,38.49454485986051,43.036885444716894,130.26635784030748,True,,,
default,long_long,1024,512,1,1,11.16137339343257,7.2020127753078755,3890.316216017441,68.0711815281943,17.497596017497905,38.389423980792685,51.21068294229533,131.6088388630115,True,,,
default,long_long,1024,512,1,2,7.840000039131788,7.2492889466833565,3920.232051105758,85.92798275793272,21.919106225789747,37.91331655325965,53.35092929826601,130.6045135403612,True,,,
default,long_long,1024,512,1,3,8.964489878383393,7.190087594650489,3926.9740508782975,81.27960191643632,20.697769036252616,29.602072400751112,43.9562452745744,130.3802860335905,True,,,
default,long_long,1024,512,1,4,10.093661253096021,7.220785271917795,3900.9519976904858,75.51331404310916,19.3576629724785,31.669468190323656,44.64829219587431,131.25001289508913,True,,,
default,long_long,1024,512,1,5,8.911860304786675,7.209261154492553,3890.8659140507953,101.8115186211769,26.166802164400607,41.86850678303346,46.351658067061464,131.59024528474558,False,max_power_w,,
default,long_long,1024,512,1,6,11.506122715943498,7.183625462200286,3911.223965376982,72.26460223921889,18.47621176361188,26.76547439243185,43.9822558061685,130.9053136645554,True,,,
default,long_long,1024,512,1,7,9.785513405421499,7.251985028123587,3950.5370937484367,72.10061731472902,18.250839215970228,28.26447866325924,47.16203320038149,129.6026306929807,True,,,
default,long_long,1024,512,1,8,12.639079235092575,7.21534046519604,3941.5541462644096,78.10478765837838,19.815733784198258,27.91715650730221,45.54239287713133,129.8979998753146,True,,,
default,long_long,1024,512,1,9,10.081815828787512,7.239707953668977,3941.144954520159,86.2041990663396,21.87288213478946,39.5914493832027,52.02380130133769,129.91148661324405,True,,,
max_perf,short_short,128,64,1,0,12.506283599591747,4.560968720781329,305.88193828977757,7.366443094785165,24.082635071465244,42.93899129539865,46.59956539227799,123.9562119899832,False,max_power_w,,
max_perf,short_short,128,64,1,1,14.19881004296214,4.620592124443026,307.9299313560364,8.26715396292028,26.847516662359105,47.05963878689775,51.171375894638174,123.13179891147125,False,max_power_w,,
max_perf,short_short,128,64,1,2,15.023963546366861,4.799119370529964,321.42935815690765,6.914559450934817,21.511910083706276,34.31854151210175,49.06405438786554,117.96049559370277,True,,,
max_perf,short_short,128,64,1,3,13.889777178041559,4.795181428705265,321.16294221002255,7.716660934445066,24.027245738080214,44.08087254431696,48.55120819108817,118.05834797017054,False,max_power_w,,
max_perf,short_short,128,64,1,4,12.726327435024633,4.557632625354375,307.1706849479531,6.549439591679282,21.321825006800427,37.44420393912526,46.87485651953438,123.4361488401118,True,,,
max_perf,short_short,128,64,1,5,14.190268512035018,4.658075020793849,316.4598971441004,6.118051341024614,19.332785595385413,33.39119763661246,45.85800966121926,119.81286326870523,True,,,
max_perf,short_short,128,64,1,6,14.443936979687056,4.807985431272519,320.76933670929577,6.199961802088581,19.32841170447483,26.899487320910225,50.28304230313494,118.20321348519916,True,,,
max_perf,short_short,128,64,1,7,13.779832812699363,4.687987923363648,315.972964429445,7.160387686950263,22.661393514726278,36.31286098718614,45.8744871839667,119.997501859122,True,,,
max_perf,short_short,128,64,1,8,10.66372603277898,4.619238737022767,310.8226876758235,8.07475443347007,25.978651989174413,42.82304569282875,52.436210508365335,121.98583916145648,False,max_power_w,,
max_perf,short_short,128,64,1,9,10.58113660602584,4.717550689947811,316.7158039626575,5.945418727588926,18.77209363473988,31.70103489497747,45.56587737049282,119.71605430534537,True,,,
max_perf,short_long,128,256,1,0,11.164779004050896,4.6225656311380225,1198.3753620068987,29.879477480897748,24.93332091779582,46.75992677473395,52.20748038622042,126.55789692824594,False,max_power_w,,
max_perf,short_long,128,256,1,1,10.488441007008664,4.731262029212176,1228.7521171391827,26.84775130189507,21.849607359703114,36.974701036663156,50.38901155926445,123.42917943395028,True,,,
max_perf,short_long,128,256,1,2,12.057384330545652,4.658986743393701,1208.7703267735562,25.343893357907344,20.96667397979163,37.79551640980323,44.83551262413628,125.46954718109181,True,,,
max_perf,short_long,128,256,1,3,9.306137508544483,4.673599795770219,1211.0810982176113,33.39724031949747,27.576386394477883,40.74844924692796,49.01193762872687,125.23014831081692,False,max_power_w,,
max_perf,short_long,128,256,1,4,15.880879887393665,4.608608471621126,1197.0414283302748,30.573159592351637,25.540602746721493,48.03014689945748,48.09182984136197,126.69892783725194,False,max_power_w,,
max_perf,short_long,128,256,1,5,11.978970296517607,4.754464124729513,1232.4984912352074,30.678707031444908,24.891476338197194,42.47800455875539,52.56769606912209,123.0539969215064,False,max_power_w,,
max_perf,short_long,128,256,1,6,13.426680302193853,4.729740440612807,1225.090917342279,29.52845608434561,24.103073222030616,40.54874547181719,50.20822949595545,123.79804910744026,False,max_power_w,,
max_perf,short_long,128,256,1,7,13.82437201511617,4.70707726119106,1218.001278310875,18.240443550882116,14.975717904153576,34.928634228985736,53.56284872198259,124.51864234210495,True,,,
max_perf,short_long,128,256,1,8,8.5977511605718,4.715644819153593,1222.2167482406167,24.003022787336896,19.638924783095383,32.02288259082871,50.81827518611394,124.08917302478379,True,,,
max_perf,short_long,128,256,1,9,11.02381744506826,4.723561888465091,1223.81971180018,30.288018078330516,24.74875815962982,43.76457401027345,48.93913730213308,123.92664056957231,False,max_power_w,,
max_perf,medium_medium,512,128,1,0,9.648932783808757,4.449199992782619,624.7853989767166,13.554418942182688,21.694519373183702,43.21932131285605,44.796089424993774,121.37276718903482,False,max_power_w,,
max_perf,medium_medium,512,128,1,1,11.623746553082366,4.552358903389062,627.9464717458476,13.376484121386264,21.301949645797524,41.62116611526505,53.12013612229991,120.76177856733166,False,max_power_w,,
max_perf,medium_medium,512,128,1,2,11.529878598482204,4.516217534698678,636.1393326749103,12.63784226002056,19.866468886430177,40.20435952739062,49.16916082515746,119.20648335678693,False,max_power_w,,
max_perf,medium_medium,512,128,1,3,13.888556984062653,4.514307758148299,633.7994724695834,15.660263398397722,24.708545965457983,35.56022725853548,44.71974870701147,119.64656972280532,True,,,
max_perf,medium_medium,512,128,1,4,10.27707659514697,4.492901031257527,641.054588554195,12.06588109692754,18.821924548017623,32.87356706876039,53.30064842709486,118.29247325744457,True,,,
max_perf,medium_medium,512,128,1,5,10.508091073217667,4.628405782435961,649.7232868911692,13.563371888970906,20.875612991908685,27.01901380758786,50.31517687467608,116.71419864901863,True,,,
max_perf,medium_medium,512,128,1,6,12.804026574108452,4.5091816994454454,637.3348808832022,14.305631549167291,22.44602010381562,40.34873725985203,47.60092788760876,118.98286920688116,False,max_power_w,,
max_perf,medium_medium,512,128,1,7,10.931541296821987,4.408816739553325,617.6352504551605,15.90544675253838,25.752168032535398,43.3897973358469,45.302084031137674,122.77785750930767,False,max_power_w,,
max_perf,medium_medium,512,128,1,8,10.925522152568295,4.633046973193883,660.7404366564793,13.332018381411688,20.17739136547358,37.642788695927734,52.08835720877334,114.76811250850454,True,,,
max_perf,medium_medium,512,128,1,9,10.923261363225475,4.547521335001883,631.4031065401113,14.209943461690699,22.505342964745108,41.55966364800997,51.709752105727624,120.10066467465481,False,max_power_w,,
max_perf,long_medium,1024,128,1,0,12.322496027730146,4.203976809278266,645.7317504733645,16.489258431316955,25.535771501446575,45.72981811015466,48.415866986653505,117.4356576357278,False,max_power_w,,
max_perf,long_medium,1024,128,1,1,10.026990615103585,4.1991727508087155,641.5702304568396,15.470732507714626,24.113856555810674,42.36603942040288,51.92723105259614,118.19739940101645,False,max_power_w,,
max_perf,long_medium,1024,128,1,2,10.56359692822588,4.222709005410626,671.3459731463458,15.766693728317517,23.485198927201363,44.58262179270834,47.106506386401826,112.95507205876802,False,max_power_w,,
max_perf,long_medium,1024,128,1,3,11.083584031276505,4.309243496753443,678.3085078072345,15.808420598717287,23.30564988757271,42.93564324718911,55.46060625895806,111.79563856312353,False,max_power_w,,
max_perf,long_medium,1024,128,1,4,11.41062323994607,4.1855901538608675,651.0889394947498,15.504074918161672,23.812530021156494,48.13222653937229,46.164591283022354,116.46939177304323,False,max_power_w,,
max_perf,long_medium,1024,128,1,5,13.164602862009225,4.271537835153822,664.3618264870291,16.597769582981584,24.983027201828005,45.29903298727269,47.998311294583985,114.14251955758594,False,max_power_w,,
max_perf,long_medium,1024,128,1,6,11.457931488634838,4.272925692883384,668.4615016828905,11.530582942079903,17.24943457933029,30.653416487722062,47.16077457487377,113.44248334750463,True,,,
max_perf,long_medium,1024,128,1,7,10.656232456320769,4.193609186423585,662.9825193531743,12.956711267216507,19.543066203099087,33.07942176888356,51.403471260006384,114.3799882493028,True,,,
max_perf,long_medium,1024,128,1,8,11.657394814149256,4.162606353371748,654.2843466533687,10.118170223558089,15.464484631662085,30.622725672230658,44.010927299393884,115.9005761959395,True,,,
max_perf,long_medium,1024,128,1,9,9.733327352041599,4.2005604113384365,652.2991409777852,16.42250498416718,25.17634004476861,44.22067512369731,44.273106478338285,116.2533077376715,False,max_power_w,,
max_perf,long_long,1024,512,1,0,11.242933439472885,4.311993567313371,2333.457132170526,50.858318707380285,21.79526591948706,40.534664856475686,44.87563037733132,129.9907021691411,False,max_power_w,,
max_perf,long_long,1024,512,1,1,12.60452451708261,4.245275265726683,2297.207990723391,64.81242674771991,28.213564905505347,51.09819881218408,51.739503786426866,132.04191014367797,False,max_power_w,,
max_perf,long_long,1024,512,1,2,11.18506134272692,4.272869170153216,2297.9272658228588,55.69854453118905,24.23860204785207,46.201553294425274,48.17761056599157,132.0005796544736,False,max_power_w,,
max_perf,long_long,1024,512,1,3,11.950435432380644,4.224927506666159,2292.4278231373987,47.94050795378181,20.91254846495922,33.87644027582553,42.54916570511144,132.31724376704912,True,,,
max_perf,long_long,1024,512,1,4,9.781898396697288,4.27346362671397,2307.106333339142,44.46030257097154,19.271024455393373,30.225748159475128,49.65001867444121,131.47540133246565,True,,,
max_perf,long_long,1024,512,1,5,10.204743998569915,4.293886970224612,2327.835904344179,40.57977259251897,17.43240256617294,35.36042505340015,43.08848585328578,130.30460202386706,True,,,
max_perf,long_long,1024,512,1,6,11.249122503021791,4.295001013773394,2312.2833327631233,54.43533415191077,23.541809682493298,36.99743208457568,47.04290684087497,131.18103944898812,True,,,
max_perf,long_long,1024,512,1,7,10.050247980249331,4.275576257086638,2322.9294370681396,65.27190942492406,28.098963482638673,49.71206341418681,53.233510907582335,130.5798300422241,False,max_power_w,,
max_perf,long_long,1024,512,1,8,9.317052111500754,4.295511538831486,2316.9669054222586,53.743317491956645,23.195548182489954,42.97751752357265,49.7742040307825,130.91586693904745,False,max_power_w,,
max_perf,long_long,1024,512,1,9,10.545356970249513,4.298783858306961,2311.084015578166,51.42487621614114,22.251409238913425,38.35798247387566,51.040146934324866,131.24911472184328,True,,,
energy_efficient,short_short,128,64,1,0,10.480210294191778,17.55804722345649,1177.4287917592367,16.813186336699022,14.279578055482968,26.96821033437918,56.747175536137334,121.65329762666862,True,,,
energy_efficient,short_short,128,64,1,1,12.232131214010717,17.58303950273478,1185.6931307957086,18.515944006253072,15.616135006050998,23.15497329590281,47.891888219805736,120.80536820009186,True,,,
energy_efficient,short_short,128,64,1,2,13.23558402487766,17.26580571543429,1164.9124711492802,22.099115207654183,18.970622905128334,34.65884426755927,54.58025279885494,122.96039297852077,True,,,
energy_efficient,short_short,128,64,1,3,12.325531071245312,17.45143293804836,1170.598424085005,16.63318750282434,14.209131979504948,22.541711453407295,47.95149292571054,122.36313691440077,True,,,
energy_efficient,short_short,128,64,1,4,13.149856828796985,17.755626133314568,1197.7208211276247,19.881443405478052,16.599397000346173,35.38194005311598,54.08881319741143,119.59222275458157,True,,,
energy_efficient,short_short,128,64,1,5,14.428920777583574,17.369865586842423,1171.3040283583534,25.387788973030467,21.674807187859535,36.75554128047648,47.372727680859825,122.28942424013626,True,,,
energy_efficient,short_short,128,64,1,6,8.620735915856704,17.48226028231169,1174.3758218033506,20.41883192414876,17.386965522496848,31.787085514958452,52.36810289106046,121.96955402074046,True,,,
energy_efficient,short_short,128,64,1,7,9.950598841320945,17.108661691933023,1152.4330033740673,25.252319271369302,21.91217988155158,36.68293651420353,48.04178632581872,124.29190661732696,True,,,
energy_efficient,short_short,128,64,1,8,10.972854083416888,17.635044923210526,1183.2524984784436,22.79055519996827,19.2609398495037,32.25457978657216,50.48137212849621,121.05454704070904,True,,,
energy_efficient,short_short,128,64,1,9,14.288913810646052,17.588266728471133,1179.9239919261481,23.071937255105862,19.55374872701965,35.63826295011951,49.83106647822452,121.39603586182571,True,,,
energy_efficient,short_long,128,256,1,0,12.58917236175975,17.825639322068966,4629.520425821915,87.58971644547496,18.919825033480542,28.870485928517752,46.64780968598575,123.76063355431904,True,,,
energy_efficient,short_long,128,256,1,1,13.150599233879582,17.710640460054,4591.82817373408,78.29497342413484,17.05093711302034,29.88417744921059,50.70842175380942,124.77652892800981,True,,,
energy_efficient,short_long,128,256,1,2,12.6304197217333,17.741486720287043,4600.267655014601,86.36630373035564,18.774191026952654,34.15982105382217,39.70684938817233,124.54761851254989,True,,,
energy_efficient,short_long,128,256,1,3,10.782928843310554,17.888620148927124,4634.614796868828,84.56753573948305,18.246939486021006,32.66812537621735,55.25746631831165,123.62459580016677,True,,,
energy_efficient,short_long,128,256,1,4,13.06506233724371,17.78788078966356,4601.765102686341,89.77317999203999,19.50842296136187,31.491431193529728,48.456947446887014,124.50708981601699,True,,,
energy_efficient,short_long,128,256,1,5,11.673245085789116,17.833152798611945,4618.119397025154,83.89511613457854,18.16651085041697,34.517188828455296,49.048828844386875,124.06616886550373,True,,,
energy_efficient,short_long,128,256,1,6,10.551638595438412,17.838795301001092,4628.400845167879,100.81814521627291,21.782500822401452,34.544964997926876,47.25764164610136,123.79057046248533,True,,,
energy_efficient,short_long,128,256,1,7,12.930609515721493,17.878176130684523,4636.405960242181,67.08555831034715,14.46930205974521,18.817283406593308,49.425777272728794,123.57683642578463,True,,,
energy_efficient,short_long,128,256,1,8,13.153095228889736,17.70047122146562,4598.8483553309,84.88803428792353,18.458541732415007,24.675298847640136,44.40584431625954,124.5860564826464,True,,,
energy_efficient,short_long,128,256,1,9,15.42711562354432,17.831939800463566,4630.666530177096,72.38606152472772,15.631888207238143,22.593644585117342,46.6375895198293,123.73000241295044,True,,,
energy_efficient,medium_medium,512,128,1,0,11.935693485418103,17.00873366100942,2449.8127008291412,44.57228514079354,18.194160364058856,36.26003720374753,41.708560546457974,116.93799708819877,True,,,
energy_efficient,medium_medium,512,128,1,1,12.675170399653595,17.25046934219864,2434.282060883865,47.217356938727804,19.39683067030598,32.84869312347639,46.1911031492084,117.6840576856462,True,,,
energy_efficient,medium_medium,512,128,1,2,12.552812193547371,16.786469396078118,2376.9451442705436,41.20914136685247,17.337018258996913,39.91208776232397,49.274106531536624,120.52284469699306,True,,,
energy_efficient,medium_medium,512,128,1,3,12.329395567873576,16.779292700078692,2342.395895514909,45.36970735561822,19.368932229812064,33.47979306442373,48.06580300479473,122.30050053653157,True,,,
energy_efficient,medium_medium,512,128,1,4,9.805287201671113,16.861422861565682,2455.218775273516,51.53651360409932,20.990599340117075,37.36542422472607,53.58776756485067,116.68051473102496,True,,,
energy_efficient,medium_medium,512,128,1,5,9.843552768748038,17.04908846715486,2423.796827189762,42.14640773946816,17.388589368001703,31.247944371237917,45.99013568349525,118.19315351127898,True,,,
energy_efficient,medium_medium,512,128,1,6,11.295317424753744,17.030679428370593,2399.494297146727,46.33209207777242,19.30910697844399,31.24444962576016,50.042396153325996,119.39023602466713,True,,,
energy_efficient,medium_medium,512,128,1,7,12.499176820604706,17.19066160045749,2440.902787677779,45.47159925570459,18.629008695166128,31.046184006529217,49.542378630767665,117.36485038338523,True,,,
energy_efficient,medium_medium,512,128,1,8,11.854426182501292,17.267251502843024,2502.8252106634304,39.97915540318161,15.973610635232586,29.659488095654513,50.6004542556764,114.4611254735817,True,,,
energy_efficient,medium_medium,512,128,1,9,10.693695598591674,17.1255299747673,2409.394990656632,45.35615360845579,18.824706527714195,32.10192783763779,50.76658432580672,118.89963728949114,True,,,
energy_efficient,long_medium,1024,128,1,0,9.37672467473265,15.985749175756425,2532.168208642678,38.136575740926254,15.060838221868623,27.374850883848612,46.526760154778465,113.13473942939625,True,,,
energy_efficient,long_medium,1024,128,1,1,12.463252207184468,16.069289500546976,2489.6143687276926,33.70744640938412,13.53922391868672,22.800817148672014,44.41521735421808,115.06849979444527,True,,,
energy_efficient,long_medium,1024,128,1,2,12.27002120606882,15.99298951716186,2513.6027357175603,51.90410927225179,20.649288980597277,35.779981216623746,53.51889618481552,113.97035275520969,True,,,
energy_efficient,long_medium,1024,128,1,3,12.118034312841438,16.067599266803104,2474.313750855887,42.08413575079483,17.00840717400433,32.920766633411986,47.11671652333277,115.78005836046292,True,,,
energy_efficient,long_medium,1024,128,1,4,11.181211441399139,16.35190043094832,2509.8946494540287,39.525873130899534,15.748020794218395,29.1700592722346,53.784845100390804,114.13873109714265,True,,,
energy_efficient,long_medium,1024,128,1,5,11.378108151647059,16.35224700393177,2618.380363761325,46.54530220072339,17.776371548196565,29.126867789526013,48.57281072185588,109.40969251108538,True,,,
energy_efficient,long_medium,1024,128,1,6,11.969405913967336,16.353359011367186,2493.969152365068,41.37192581675304,16.588788108112496,32.206657343315314,48.80789118062774,114.8675757294435,True,,,
energy_efficient,long_medium,1024,128,1,7,7.72980143033938,16.256752959584244,2461.4982934789814,50.64438917181446,20.574618843320724,33.16751270035292,52.40179501808692,116.38285154823191,True,,,
energy_efficient,long_medium,1024,128,1,8,12.299440220622401,16.081749150419675,2510.2252577643635,43.35969286468168,17.273227862944196,35.50117639553574,50.38803020140742,114.12369849681522,True,,,
energy_efficient,long_medium,1024,128,1,9,9.705402889696284,16.384833739815377,2516.7868342302595,48.339677383600545,19.20690172331773,33.685842135787546,47.918866885686384,113.82616381327627,True,,,
energy_efficient,long_long,1024,512,1,0,11.766041118768527,16.1278261614431,8693.176194471396,155.37172299600002,17.872837213953154,36.25624798111741,52.890387614572234,131.81658076061126,True,,,
energy_efficient,long_long,1024,512,1,1,11.77197460164742,16.12546830569821,8744.65903891721,146.40113398243486,16.741777275808193,26.31281451060292,49.840003851915256,131.04053077484554,True,,,
energy_efficient,long_long,1024,512,1,2,9.6402013190586,16.06148931527675,8634.14270542804,193.9257804771651,22.46033996580222,41.46388975844932,45.847122136448306,132.7178390489613,False,max_power_w,,
energy_efficient,long_long,1024,512,1,3,10.100107875983866,16.23578853253075,8771.94443629963,168.90354527828848,19.254972087983155,34.85471841415248,49.14515961804162,130.63292525689462,True,,,
energy_efficient,long_long,1024,512,1,4,10.8190568447102,16.31349993968422,8808.598180876985,142.13397957585903,16.135822824161128,31.850965076404698,45.33614248734238,130.08934433999528,True,,,
energy_efficient,long_long,1024,512,1,5,10.505438303375094,16.172801418480695,8670.176735507277,177.5311961637351,20.476075814773807,31.90251696095145,48.0531492470349,132.16625183796984,True,,,
energy_efficient,long_long,1024,512,1,6,9.708852581817096,16.12280946684127,8675.477927593098,167.32024115814477,19.28657332248734,38.26123979095657,47.49342672782607,132.08549102062887,True,,,
energy_efficient,long_long,1024,512,1,7,10.83111576971769,16.132705272447684,8731.05615794716,140.9276964838461,16.14096782043616,34.82925435414384,45.324136698633,131.24469035303818,True,,,
energy_efficient,long_long,1024,512,1,8,9.562655765831074,16.042682918079173,8632.398729771265,151.97865432953677,17.605611034322994,35.44836197959041,45.057013834760184,132.74465160567547,True,,,
energy_efficient,long_long,1024,512,1,9,10.61128356131584,16.24537195566866,8712.745673839421,164.00319355944194,18.823365182329617,35.79740532517902,50.48954731844104,131.5205108471621,True,,,
phase_aware,short_short,128,64,1,0,26.771646777507954,6.863489416574628,604.7537493589573,10.699920280366225,17.693020161856303,40.75973032958696,51.353291956948894,105.82819877981805,False,max_power_w,150.0,2.25
phase_aware,short_short,128,64,1,1,25.039772345931496,6.940701532112578,608.3220888135779,9.58168505890563,15.751006309162587,30.51448421138299,47.95315953658913,105.2074241210284,True,,150.0,2.25
phase_aware,short_short,128,64,1,2,23.905515445248916,6.8663244336336815,602.9040065739553,6.619430373037345,10.979244292391964,31.330652434653246,45.97081158708219,106.15288553759086,True,,150.0,2.25
phase_aware,short_short,128,64,1,3,23.973868819979653,7.092481000284756,617.3461517534729,10.076031325771233,16.32152609545209,36.75775784503364,49.82573807281241,103.66955365027911,True,,150.0,2.25
phase_aware,short_short,128,64,1,4,23.73533273886393,7.075126830148313,614.7536331117582,11.07004852606723,18.007292563742798,33.65518775079342,47.95734940566644,104.10674545515899,True,,150.0,2.25
